,"Donald J. Trump: Address Accepting the Presidential Nomination at the Republican National Convention in Cleveland, Ohio - July 21, 2016.txt","Donald J. Trump: Address to the National Guard Association of the United States 138th General Conference & Exhibition at the Baltimore Convention Center in Baltimore, Maryland - September 12, 2016.txt","Donald J. Trump: Excerpts of Remarks at Aaron Bessant Park in Panama City, Florida - October 11, 2016.txt","Donald J. Trump: News Conference in Doral, Florida - July 27, 2016.txt","Donald J. Trump: Remarks Announcing Candidacy for President in New York City - June 16, 2015.txt","Donald J. Trump: Remarks at a Rally at Berglund Center in Roanoke, Virginia - September 24, 2016.txt","Donald J. Trump: Remarks at a Rally at Canton Memorial Civic Center in Canton, Ohio - September 14, 2016.txt","Donald J. Trump: Remarks at a Rally at Sun Center Studios in Chester Township, Pennsylvania - September 22, 2016.txt","Donald J. Trump: Remarks at a Rally at the Greenville Convention Center in Greenville, North Carolina - September 6, 2016.txt","Donald J. Trump: Remarks at a Rally at the James L. Knight Center in Miami, Florida - September 16, 2016.txt","Donald J. Trump: Remarks at a Rally at the Mid-America Center in Council Bluffs, Iowa - September 28, 2016.txt","Donald J. Trump: Remarks at a Rally at the New Hampshire Sportsplex in Bedford, New Hampshire - September 29, 2016.txt","Donald J. Trump: Remarks at a Rally at the Pensacola Bay Center in Pensacola, Florida - September 9, 2016.txt","Donald J. Trump: Remarks at a Rally at Waukesha County Expo Center in Waukesha, Wisconsin - September 28, 2016.txt","Donald J. Trump: Remarks at Aston Community Center in Aston, Pennsylvania - September 13, 2016.txt","Donald J. Trump: Remarks at Great Faith International Ministries in Detroit, Michigan - September 3, 2016.txt","Donald J. Trump: Remarks at Henderson Pavilion in Henderson, Nevada - October 5, 2016.txt","Donald J. Trump: Remarks at High Point University in High Point, North Carolina - September 20, 2016.txt","Donald J. Trump: Remarks at Luedecke Arena in Austin, Texas - August 23, 2016.txt","Donald J. Trump: Remarks at McGlohon Theatre at Spirit Square in Charlotte, North Carolina - October 26, 2016.txt","Donald J. Trump: Remarks at Prescott Valley Event Center in Prescott Valley, Arizona - October 4, 2016.txt","Donald J. Trump: Remarks at Saint Anselm College in Manchester, New Hampshire - June 13, 2016.txt","Donald J. Trump: Remarks at Seven Flags Event Center in Des Moines, Iowa - September 13, 2016.txt","Donald J. Trump: Remarks at the AIPAC Policy Conference in Washington, DC - March 21, 2016.txt","Donald J. Trump: Remarks at the Budweiser Events Center in Loveland, Colorado - October 3, 2016.txt","Donald J. Trump: Remarks at the Charlotte Convention Center in Charlotte, North Carolina - August 18, 2016.txt","Donald J. Trump: Remarks at the Cleveland Arts and Social Sciences Academy in Cleveland, Ohio - September 8, 2016.txt","Donald J. Trump: Remarks at the Collier County Fairgrounds in Naples, Florida - October 23, 2016.txt","Donald J. Trump: Remarks at the Cross Insurance Center in Bangor, Maine - October 15, 2016.txt","Donald J. Trump: Remarks at the Delaware County Fairgrounds in Delaware, Ohio - October 20, 2016.txt","Donald J. Trump: Remarks at the Jeffco Fairgrounds Event Center in Golden, Colorado - October 29, 2016.txt","Donald J. Trump: Remarks at the KI Convention Center in Green Bay, Wisconsin - October 17, 2016.txt","Donald J. Trump: Remarks at the Newtown Athletic Club Sports Training Center in Newtown, Pennsylvania - October 21, 2016.txt","Donald J. Trump: Remarks at the Phoenix Convention Center in Phoenix, Arizona - October 29, 2016.txt","Donald J. Trump: Remarks at the Pueblo Convention Center in Pueblo, Colorado - October 3, 2016.txt","Donald J. Trump: Remarks at the Remembrance Project Luncheon at the Omni Houston Hotel at Westside in Houston, Texas - September 17, 2016.txt","Donald J. Trump: Remarks at the Renaissance Hotel in Columbus, Ohio - October 13, 2016.txt","Donald J. Trump: Remarks at the Reno-Sparks Convention Center in Reno, Nevada - October 5, 2016.txt","Donald J. Trump: Remarks at the Roberts Centre in Wilmington, Ohio - September 1, 2016.txt","Donald J. Trump: Remarks at the Shale Insight TM Conferencee at the David L. Lawrence Convention Center in Pittsburgh, Pennsylvania - September 22, 2016.txt","Donald J. Trump: Remarks at the South Florida Fair Expo Center in West Palm Beach, Florida - October 13, 2016.txt","Donald J. Trump: Remarks at the Suburban Collection Showplace in Novi, Michigan - September 30, 2016.txt","Donald J. Trump: Remarks at the Union League of Philadelphia in Philadelphia, Pennsylvania - September 7, 2016.txt","Donald J. Trump: Remarks at the US Cellular Center in Asheville, North Carolina - September 12, 2016.txt","Donald J. Trump: Remarks at the Washington County Fair Park in West Bend, Wisconsin - August 16, 2016.txt","Donald J. Trump: Remarks at the WNC Agricultural Center's Davis Event Center in Fletcher, North Carolina - October 21, 2016.txt","Donald J. Trump: Remarks at the XFinity Arena in Everett, Washington - August 30, 2016.txt","Donald J. Trump: Remarks at Toyota of Portsmouth in Portsmouth, New Hampshire  - October 15, 2016.txt","Donald J. Trump: Remarks at Trump SoHo in New York City - June 22, 2016.txt","Donald J. Trump: Remarks at Youngstown State University in Youngstown, Ohio - August 15, 2016.txt","Donald J. Trump: Remarks in New York City Accepting Election as the 45th President of the United States - November 9, 2016.txt","Donald J. Trump: Remarks in Virginia Beach, Virginia - July 11, 2016.txt","Donald J. Trump: Remarks Introducing Governor Mike Pence as the 2016 Republican Vice Presidential Nominee in New York City - July 16, 2016.txt","Donald J. Trump: Remarks on Foreign Policy at the National Press Club in Washington, DC - April 27, 2016.txt","Donald J. Trump: Remarks on Immigration at the Phoenix Convention Center in Phoenix, Arizona - August 31, 2016.txt","Donald J. Trump: Remarks on Proposals for the First 100 Days in Office at the Eisenhower Complex in Gettysburg, Pennsylvania - October 22, 2016.txt","Donald J. Trump: Remarks to the 11th Annual Values Voter Summit in Washington, DC Omni Shoreham Hotel, Washington, D.C. - September 9, 2016.txt","Donald J. Trump: Remarks to the American Legion in Cincinnati, Ohio - September 1, 2016.txt","Donald J. Trump: Remarks to the Detroit Economic Club - August 8, 2016.txt","Donald J. Trump: Remarks to the Economic Club of New York at the Waldorf Astoria in New York City - September 15, 2016.txt"
a,0.00403136909207,0.00157475355159,0.00132279298334,0.0148026833849,0.00970048187779,0.00151176340953,0.00100784227302,0.0027715662508,0.00239362539842,0.00119681269921,0.0013857831254,0.000818871846827,0.00239362539842,0.0013857831254,0.00157475355159,0.00163774369365,0.00302352681905,0.00100784227302,0.00283455639286,0.00270857610873,0.00365342823969,0.00283455639286,0.00170073383572,0.00321249724524,0.00119681269921,0.00302352681905,0.00289754653493,0.00264558596667,0.00170073383572,0.00239362539842,0.00113382255714,0.00233063525635,0.00233063525635,0.00220465497223,0.00340146767143,0.00125980284127,0.00182671411984,0.00226764511429,0.00163774369365,0.00251960568254,0.00314950710318,0.00144877326746,0.00233063525635,0.00251960568254,0.00314950710318,0.00226764511429,0.00144877326746,0.00220465497223,0.00258259582461,0.00579509306985,0.00170073383572,0.00308651696112,0.00566911278572,0.00478725079683,0.00655097477461,0.00459828037064,0.00787376775795,0.0013857831254,0.00327548738731,0.00296053667699
abandon,2.1877986008,1.0938993004,,,1.0938993004,,1.0938993004,,,,,,,,,,,,,1.0938993004,,,,,,,,1.0938993004,,,,,1.0938993004,,,1.0938993004,,,,1.0938993004,,,,1.0938993004,1.0938993004,,,,1.0938993004,,,,,1.0938993004,,,1.0938993004,,1.0938993004,1.0938993004
abba,,,,,,,,,,,,,,,,,,,,,,,,3.81177759044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc,,,2.3086503125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86742884499,,,,,,,,,,
abedin,,,,7.36997872091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abid,,,,,,,,,,,,,,,,,,,,,,,,3.51135649221,,,,,,3.51135649221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abil,,,,,,,,,,,,,,,,,,,,,,2.98946489228,,,0.996488297427,,,,,,,,,,,,,,,,,,0.996488297427,,,,,,,,,,,0.996488297427,0.996488297427,1.99297659485,,,0.996488297427,
abl,1.79791194743,,,1.19860796495,,,,0.599303982475,,,,,0.599303982475,,1.79791194743,,,,0.599303982475,0.599303982475,,,,1.19860796495,1.19860796495,,2.99651991238,,0.599303982475,,0.599303982475,,,,1.19860796495,,0.599303982475,,,0.599303982475,,,0.599303982475,0.599303982475,1.79791194743,,0.599303982475,,0.599303982475,,,1.79791194743,,,1.19860796495,,1.19860796495,,,1.79791194743
abolish,2.05726547408,,,,,,,,,,,,,,,,,,,,,2.05726547408,,,,,,,,,,,,,,2.05726547408,,2.05726547408,,,,,,,,,,,2.05726547408,,,,,,2.05726547408,,,,,
abort,,,,2.6120874479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
about,0.377060864848,0.251373909898,0.314217387373,2.76511300888,0.879808684644,0.314217387373,0.0628434774746,0.439904342322,0.314217387373,0.125686954949,0.251373909898,0.377060864848,0.377060864848,0.439904342322,0.314217387373,0.188530432424,0.125686954949,0.439904342322,0.314217387373,0.314217387373,0.188530432424,0.377060864848,0.125686954949,0.565591297271,,1.13118259454,0.81696520717,0.0628434774746,0.125686954949,0.188530432424,0.125686954949,,,0.125686954949,0.188530432424,0.0628434774746,0.314217387373,0.0628434774746,0.188530432424,0.0628434774746,0.942652162119,0.377060864848,0.125686954949,0.251373909898,0.754121729695,0.0628434774746,0.188530432424,0.0628434774746,0.565591297271,0.377060864848,0.188530432424,0.314217387373,0.879808684644,0.502747819797,1.69677389181,0.565591297271,1.44539998192,0.0628434774746,0.377060864848,0.0628434774746
abov,,1.93159568945,,,,,0.643865229816,,,0.643865229816,,,,,,,,,0.643865229816,,,1.93159568945,,,,0.643865229816,,,,,,,,,,,,,0.643865229816,,1.93159568945,0.643865229816,,1.93159568945,0.643865229816,,,,,,,0.643865229816,,1.28773045963,3.21932614908,0.643865229816,,0.643865229816,,0.643865229816
abraham,,,,,,,,,2.35468761528,,,,,,,7.06406284584,,,,2.35468761528,,,,,,,,,,,,,,,,,,,,,,2.35468761528,,2.35468761528,,,2.35468761528,,2.35468761528,,,,,,,,,,,
abroad,4.01081111716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00540555858,,,,,,
absenc,,,,,,,,,,,,,,,,,,,,1.64574023769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absente,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62913869698,,,,4.62913869698,,,,,4.62913869698,,,,,,,,,,,4.62913869698,,,,,,,,,,,,
absolt,7.10761445644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absolut,1.67658333914,,,5.02975001742,3.35316667828,,,,,,,,,,,,,,,,3.35316667828,,,5.02975001742,,,,,,,,,,,1.67658333914,,,,,,3.35316667828,,,,,,,,3.35316667828,8.3829166957,,,3.35316667828,3.35316667828,3.35316667828,,8.3829166957,,,
abund,,,,,,,,,,,,,,,,,,,2.25799093255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abus,,,,,1.83817151099,1.83817151099,,1.83817151099,,,,,,,,,,,,,1.83817151099,,,,,,,,1.83817151099,,,,,,,,,,,,,,,,,,,,3.67634302198,,,1.83817151099,,,3.67634302198,3.67634302198,,,,1.83817151099
abusedet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18765716411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
